geoid,state_fips,state,name_county,name.x,population,median_income,median_home_value,median_age,vacancy_rate,longitude,latitude,climate_val,climate_flag,growing_val,growing_flag,type,type_name,clean_name
3944856,39,OH,Lorain,"Lorain city, Ohio",65207,45799,123500,39.3,0.10756501182033097,-82.18396264069108,41.44088261217067,0.41184168228391616,FALSE,4.087660401019802,TRUE,risk,City at Risk,Lorain
3949840,39,OH,Butler,"Middletown city, Ohio",50607,54985,148300,38.3,0.07633384990037635,-84.36594943321408,39.503264876548215,0.44191285703253824,FALSE,7.739270180302398,TRUE,risk,City at Risk,Middletown
3954040,39,OH,Licking,"Newark city, Ohio",50393,58920,174100,38.8,0.07415902140672782,-82.42494580253585,40.07067795463455,0.4501127557697546,FALSE,6.860200455334978,TRUE,risk,City at Risk,Newark
3961000,39,OH,Cuyahoga,"Parma city, Ohio",80131,67425,157600,43.2,0.050386534349470914,-81.72858591006617,41.384266454889264,0.3696762572581433,TRUE,0.36686889494626507,TRUE,destination,Destination City,Parma
3974118,39,OH,Clark,"Springfield city, Ohio",58410,45883,107600,37.8,0.1313600171385725,-83.79447020767846,39.92958241107422,0.42108260535719905,FALSE,-2.6970702867510994,FALSE,origin,Origin City,Springfield
3977000,39,OH,Lucas,"Toledo city, Ohio",268461,47532,107000,35.7,0.11026690191073238,-83.58277238523162,41.66373899615941,0.39633663448542283,FALSE,-4.436638413988791,FALSE,origin,Origin City,Toledo
3988000,39,OH,Mahoning,"Youngstown city, Ohio",59605,34746,58400,37.8,0.14386800476271475,-80.64631820813868,41.09930360938227,0.4165692677924023,FALSE,-8.846968658106636,FALSE,origin,Origin City,Youngstown
4009050,40,OK,Tulsa,"Broken Arrow city, Oklahoma",115919,85220,229300,37,0.04504070734483061,-95.78066984081379,36.03800749365835,0.3311640660163991,TRUE,16.42418687908412,TRUE,destination,Destination City,Broken Arrow
4023200,40,OK,Oklahoma,"Edmond city, Oklahoma",95618,102032,324900,37.7,0.05852847088931542,-97.41628901127484,35.6689068929796,0.2545147344754868,FALSE,16.43831916541657,TRUE,risk,City at Risk,Edmond
4023950,40,OK,Garfield,"Enid city, Oklahoma",50821,63472,143500,34.7,0.14701144921857995,-97.87010050895624,36.406237899866845,0.36308731369771347,FALSE,3.590601675020344,TRUE,risk,City at Risk,Enid
4041850,40,OK,Comanche,"Lawton city, Oklahoma",90662,53588,134200,32.1,0.16519011168277073,-98.42032745900325,34.61760826508307,0.34032596355713257,FALSE,-6.983216745542551,FALSE,origin,Origin City,Lawton
4048350,40,OK,Oklahoma,"Midwest City city, Oklahoma",58170,57739,158400,36.1,0.08625236803982021,-97.37103395336777,35.46304762090391,0.2545147344754868,FALSE,4.812855164278563,TRUE,risk,City at Risk,Midwest City
4049200,40,OK,Cleveland,"Moore city, Oklahoma",63045,76941,189300,34.2,0.0477540254320696,-97.4755389209314,35.329091817349784,0.30273208114050554,FALSE,14.117535856869111,TRUE,risk,City at Risk,Moore
4052500,40,OK,Cleveland,"Norman city, Oklahoma",128714,65060,239300,31.6,0.07420526467203682,-97.34702629459176,35.23352407210958,0.30273208114050554,FALSE,15.008678369614465,TRUE,risk,City at Risk,Norman
4055000,40,OK,Oklahoma,"Oklahoma City city, Oklahoma",688693,66702,215100,35,0.09102529801718244,-97.5135960786837,35.46763854686492,0.2545147344754868,FALSE,19.237174283356925,TRUE,risk,City at Risk,Oklahoma City
4075000,40,OK,Tulsa,"Tulsa city, Oklahoma",412322,58407,189600,35.5,0.1090096178840655,-95.90432562581678,36.128205715382535,0.3311640660163991,TRUE,5.299242336833736,TRUE,destination,Destination City,Tulsa
4101000,41,OR,Linn,"Albany city, Oregon",56773,73809,352900,37.1,0.03179318907413976,-123.09636833847205,44.626870331016384,0.158415404098824,TRUE,15.887611897482973,TRUE,destination,Destination City,Albany
4101650,41,OR,Washington,"Aloha CDP, Oregon",53362,96754,465500,36.8,0.03328702989144415,-122.8725370936965,45.49203095527522,0.15791582862728176,TRUE,7.906380298886454,TRUE,destination,Destination City,Aloha
4105350,41,OR,Washington,"Beaverton city, Oregon",97502,94279,543100,37.6,0.038337770575298066,-122.81678472064306,45.47802496048037,0.15791582862728176,TRUE,10.75194482352733,TRUE,destination,Destination City,Beaverton
4105800,41,OR,Deschutes,"Bend city, Oregon",101472,88792,646800,40.3,0.07351430039390307,-121.30837401374885,44.05626036327459,0.3884086656743053,TRUE,36.18747807634237,TRUE,destination,Destination City,Bend
4115800,41,OR,Benton,"Corvallis city, Oregon",60424,63807,480600,27.6,0.06123952838969904,-123.27840788633002,44.56980343332318,0.15186100062848837,TRUE,12.692787940031604,TRUE,destination,Destination City,Corvallis
4123850,41,OR,Lane,"Eugene city, Oregon",177520,63836,435400,35.4,0.042914246926615884,-123.11761702829871,44.056681254998374,0.30634728434033265,FALSE,16.70494229768756,TRUE,risk,City at Risk,Eugene
4131250,41,OR,Multnomah,"Gresham city, Oregon",112818,73608,440000,37.2,0.04910361042660457,-122.44126701620968,45.50214640438666,0.22819088650980485,TRUE,9.666837849054087,TRUE,destination,Destination City,Gresham
4134100,41,OR,Washington,"Hillsboro city, Oregon",107050,103207,483400,34.8,0.030308721680948468,-122.93607978482139,45.52743322415215,0.15791582862728176,TRUE,20.548827045103888,TRUE,destination,Destination City,Hillsboro
4147000,41,OR,Jackson,"Medford city, Oregon",85794,70497,387000,39.1,0.05285980898012954,-122.85187316581468,42.33661363040262,0.2957804675306531,TRUE,16.00117771587866,TRUE,destination,Destination City,Medford
4159000,41,OR,Multnomah,"Portland city, Oregon",642715,88792,557600,38.6,0.05617319877808578,-122.64999587802198,45.5371214245298,0.22819088650980485,TRUE,12.811254333260921,TRUE,destination,Destination City,Portland
4164900,41,OR,Marion,"Salem city, Oregon",176666,71900,382400,35.7,0.04236137899504236,-123.0243732129509,44.92313619848905,0.1769121597067051,TRUE,17.40981895866054,TRUE,destination,Destination City,Salem
4169600,41,OR,Lane,"Springfield city, Oregon",61642,67211,323800,37.2,0.028840494408475574,-122.98101303275432,44.053820272351196,0.30634728434033265,FALSE,7.0595331331434545,TRUE,risk,City at Risk,Springfield
4173650,41,OR,Washington,"Tigard city, Oregon",55395,105008,585700,39.8,0.0373001020755359,-122.78465849203211,45.4236765554317,0.15791582862728176,TRUE,14.677802287620185,TRUE,destination,Destination City,Tigard
4202000,42,PA,Lehigh,"Allentown city, Pennsylvania",125320,53403,188900,32.4,0.06445713356769828,-75.47559757682608,40.596097690532744,0.48174502911851774,FALSE,9.359767707033301,TRUE,risk,City at Risk,Allentown
4206088,42,PA,Northampton,"Bethlehem city, Pennsylvania",77069,66443,236500,36.2,0.043892892644135185,-75.36791182296339,40.62665066810679,0.5157142628875458,FALSE,5.316701834342165,TRUE,risk,City at Risk,Bethlehem
4224000,42,PA,Erie,"Erie city, Pennsylvania",94156,43397,108200,34.9,0.09124651312907762,-80.07327571754328,42.11674091688468,0.4947355715936673,FALSE,-6.713388987872198,FALSE,origin,Origin City,Erie
4232800,42,PA,Dauphin,"Harrisburg city, Pennsylvania",50092,47783,121000,32.8,0.10042455911169171,-76.88424525832312,40.27523569930823,0.461243170117926,FALSE,4.027438919419542,TRUE,risk,City at Risk,Harrisburg
4241216,42,PA,Lancaster,"Lancaster city, Pennsylvania",57683,63421,203700,31.9,0.046757908907336776,-76.30116735206512,40.04204194562142,0.5422445279123749,FALSE,3.255093893613517,TRUE,risk,City at Risk,Lancaster
4242928,42,PA,Bucks,"Levittown CDP, Pennsylvania",50930,101619,311000,40.3,0.022629310344827586,-74.85313299365704,40.15334335906985,0.6986464309816974,FALSE,-1.2997627901289124,FALSE,origin,Origin City,Levittown
4260000,42,PA,Philadelphia,"Philadelphia city, Pennsylvania",1582432,60698,232400,35.1,0.09530974348575484,-75.13399124207993,40.00763669451448,0.5088800921713621,FALSE,8.695989048500284,TRUE,risk,City at Risk,Philadelphia
4261000,42,PA,Allegheny,"Pittsburgh city, Pennsylvania",303620,64137,193200,33.5,0.13825023329805158,-79.9763060309352,40.439615721548364,0.4629991509265503,FALSE,2.2804294409649053,TRUE,risk,City at Risk,Pittsburgh
4263624,42,PA,Berks,"Reading city, Pennsylvania",94836,45599,109800,31.7,0.09341673785444625,-75.92669222110986,40.34000619757921,0.5514709581440874,FALSE,12.919172787168325,TRUE,risk,City at Risk,Reading
4269000,42,PA,Lackawanna,"Scranton city, Pennsylvania",76074,49531,141700,37.7,0.14824691912528423,-75.66490551303686,41.40437105738157,0.45767495970677885,FALSE,0.3338315268652263,TRUE,risk,City at Risk,Scranton
4419180,44,RI,Providence,"Cranston city, Rhode Island",82632,87716,348800,40.1,0.03370586665876145,-71.48579315011102,41.76577542520863,0.5939503189718823,FALSE,4.804710718342296,TRUE,risk,City at Risk,Cranston
4454640,44,RI,Providence,"Pawtucket city, Rhode Island",75280,67436,286200,37.4,0.06949691191461294,-71.37433350679242,41.87435930742586,0.5939503189718823,FALSE,9.508845746239471,TRUE,risk,City at Risk,Pawtucket
4459000,44,RI,Providence,"Providence city, Rhode Island",190214,66772,322800,32.9,0.11304951119520656,-71.41871766276033,41.82302078821128,0.5939503189718823,FALSE,10.610881610120925,TRUE,risk,City at Risk,Providence
4474300,44,RI,Kent,"Warwick city, Rhode Island",82871,87536,322000,44.6,0.041050903119868636,-71.4333617479266,41.70631637078324,0.576619345568232,FALSE,0.4059724124772884,TRUE,risk,City at Risk,Warwick
4513330,45,SC,Charleston,"Charleston city, South Carolina",152014,90038,469100,36.1,0.12420541766676338,-79.96864906723482,32.816882920550654,0.5170650145002387,FALSE,28.46110454462503,TRUE,risk,City at Risk,Charleston
4516000,45,SC,Richland,"Columbia city, South Carolina",138019,55653,243500,28.7,0.14502707700435874,-80.90369183520659,34.03775037197136,0.312139103455277,TRUE,9.999471584965988,TRUE,destination,Destination City,Columbia
4530850,45,SC,Greenville,"Greenville city, South Carolina",71755,68460,453300,34.8,0.09461668180049293,-82.36453042024142,34.835272410611346,0.3899864417247465,TRUE,26.614884495618604,TRUE,destination,Destination City,Greenville
4548535,45,SC,Charleston,"Mount Pleasant town, South Carolina",92662,121364,667100,42.8,0.10385709044212071,-79.82015041107925,32.85361701094467,0.5170650145002387,FALSE,37.41072339166221,TRUE,risk,City at Risk,Mount Pleasant
4550875,45,SC,Charleston,"North Charleston city, South Carolina",117460,62789,267700,34.3,0.10548999680048181,-80.07229062635143,32.90670608002673,0.5170650145002387,FALSE,25.30365364276979,TRUE,risk,City at Risk,North Charleston
4561405,45,SC,York,"Rock Hill city, South Carolina",74769,64770,267400,35.7,0.06693288830611516,-81.02107890548056,34.93695523909598,0.36866203237825645,TRUE,15.296020345719135,TRUE,destination,Destination City,Rock Hill
4570270,45,SC,Dorchester,"Summerville town, South Carolina",51262,78621,295700,38.1,0.06973287085003829,-80.17998444812908,33.00654130301355,0.5040975350017965,FALSE,24.10047115773023,TRUE,risk,City at Risk,Summerville
4652980,46,SD,Pennington,"Rapid City city, South Dakota",76836,65712,270000,39,0.08028545941123996,-103.2206939181341,44.071324242882966,0.537198105380209,FALSE,12.887681728693945,TRUE,risk,City at Risk,Rapid City
4659020,46,SD,Minnehaha,"Sioux Falls city, South Dakota",197642,74714,271400,35.1,0.04918446757957324,-96.73181224598635,43.54076752771797,0.438383580107066,FALSE,28.640317629689992,TRUE,risk,City at Risk,Sioux Falls
4703440,47,TN,Shelby,"Bartlett city, Tennessee",56998,100660,283700,41.8,0.03242386396387741,-89.81951452339653,35.23368271554419,0.42747302984443564,FALSE,3.822380901735162,TRUE,risk,City at Risk,Bartlett
4714000,47,TN,Hamilton,"Chattanooga city, Tennessee",182832,61028,259200,36.6,0.10583212834813743,-85.2481560269486,35.06598528758946,0.4478040396399815,FALSE,12.397649718062834,TRUE,risk,City at Risk,Chattanooga
4715160,47,TN,Montgomery,"Clarksville city, Tennessee",171897,66786,236100,30.4,0.06819422496767706,-87.34133588080395,36.569078921127215,0.3677515583932366,TRUE,31.802488766985398,TRUE,destination,Destination City,Clarksville
4716420,47,TN,Shelby,"Collierville town, Tennessee",51212,134319,458300,39.8,0.04496684099854424,-89.69837996936828,35.0466319903957,0.42747302984443564,FALSE,14.92000646542586,TRUE,risk,City at Risk,Collierville
4727740,47,TN,Williamson,"Franklin city, Tennessee",85575,115000,646300,37.8,0.05184295559177604,-86.85046325572762,35.91777739523563,0.36170363801027455,TRUE,36.539917533086346,TRUE,destination,Destination City,Franklin
4733280,47,TN,Sumner,"Hendersonville city, Tennessee",62390,91503,396500,40.5,0.05332725615314494,-86.59906892551251,36.30552891016236,0.4094284961757887,FALSE,24.321001241694653,TRUE,risk,City at Risk,Hendersonville
4737640,47,TN,Madison,"Jackson city, Tennessee",68098,51552,195000,35.3,0.10499355563633961,-88.83528565493204,35.654038165414576,0.4284025349906789,FALSE,5.418060459549612,TRUE,risk,City at Risk,Jackson
4738320,47,TN,Washington,"Johnson City city, Tennessee",71455,55429,238000,35.1,0.07903645046243124,-82.38074538867195,36.340645990182935,0.5137241403890442,FALSE,16.126377569451037,TRUE,risk,City at Risk,Johnson City
4739560,47,TN,Sullivan,"Kingsport city, Tennessee",55807,50436,203000,42.8,0.10357856494096276,-82.54463811899588,36.522364570767415,0.5364840241173259,FALSE,12.226632379014891,TRUE,risk,City at Risk,Kingsport
4740000,47,TN,Knox,"Knoxville city, Tennessee",193721,50994,214000,33.3,0.10542235337513832,-83.94968018715254,35.9692197177809,0.440093715318537,FALSE,9.957131480942824,TRUE,risk,City at Risk,Knoxville
4748000,47,TN,Shelby,"Memphis city, Tennessee",629063,51211,157100,34.3,0.12918676656745012,-89.9669439651784,35.1084695009147,0.42747302984443564,FALSE,-1.7290634871583888,FALSE,origin,Origin City,Memphis
4751560,47,TN,Rutherford,"Murfreesboro city, Tennessee",157547,76241,365100,31.4,0.09194226088035103,-86.41162120674443,35.84825816981224,0.4121470477740961,FALSE,48.820949993227174,TRUE,risk,City at Risk,Murfreesboro
4752006,47,TN,Davidson,"Nashville-Davidson metropolitan government (balance), Tennessee",684298,75197,383100,34.4,0.08867398836294638,-86.78424424033886,36.171409812718835,0.37119801270525304,TRUE,16.496730929584057,TRUE,destination,Destination City,Nashville-Davidson metropolitan government
4769420,47,TN,Rutherford,"Smyrna town, Tennessee",55066,78409,326700,33.9,0.03987863025574339,-86.52720853520013,35.96804234362929,0.4121470477740961,FALSE,40.267126278215336,TRUE,risk,City at Risk,Smyrna
4770580,47,TN,Maury,"Spring Hill city, Tennessee",53585,106658,452400,36.1,0.028641285365001747,-86.9123544065152,35.74316343490512,0.46334121642577575,FALSE,89.90206712212967,TRUE,risk,City at Risk,Spring Hill
4801000,48,TX,Taylor,"Abilene city, Texas",127130,62720,178900,32.8,0.11468072597621802,-99.73840614858226,32.454257628661786,0.43592847687599257,FALSE,8.504851210218286,TRUE,risk,City at Risk,Abilene
4801924,48,TX,Collin,"Allen city, Texas",107684,129130,429900,38.5,0.04321817271457559,-96.67353238142867,33.1087737166393,0.314633719301214,TRUE,27.646210323018252,TRUE,destination,Destination City,Allen
4803000,48,TX,Potter,"Amarillo city, Texas",200945,62469,186800,35,0.11066361970269475,-101.83262051062962,35.19757444783629,0.5284649010653403,FALSE,4.40875492964367,TRUE,risk,City at Risk,Amarillo
4804000,48,TX,Tarrant,"Arlington city, Texas",394769,73519,276400,33.6,0.06717424378317688,-97.12506761605252,32.699784595271154,0.312448117865698,FALSE,8.59067572166925,TRUE,risk,City at Risk,Arlington
4804462,48,TX,Harris,"Atascocita CDP, Texas",93926,114443,283700,35.5,0.0386881566231256,-95.19527108216951,29.97774125464345,0.5312746253704472,FALSE,43.92909365799804,TRUE,risk,City at Risk,Atascocita
4805000,48,TX,Travis,"Austin city, Texas",967862,91461,512700,34.5,0.056030083957223836,-97.75404151862591,30.298546774087566,0.3922138279505628,FALSE,24.47908784729392,TRUE,risk,City at Risk,Austin
4806128,48,TX,Harris,"Baytown city, Texas",84538,61699,187900,33.9,0.08274029233722131,-94.96694132508503,29.76204221925263,0.5312746253704472,FALSE,20.930832653897397,TRUE,risk,City at Risk,Baytown
4807000,48,TX,Jefferson,"Beaumont city, Texas",113710,57530,158800,35.3,0.14352999504214178,-94.14510295503618,30.08508505582882,0.5402958382972798,FALSE,-2.461477860460119,FALSE,origin,Origin City,Beaumont
4810768,48,TX,Cameron,"Brownsville city, Texas",188023,48675,122400,30.9,0.08207058823529412,-97.45775031500982,25.997061261814384,0.6493531986085378,FALSE,11.423652235607312,TRUE,risk,City at Risk,Brownsville
4810912,48,TX,Brazos,"Bryan city, Texas",86169,56861,210600,31.4,0.10630431783694302,-96.38080466942029,30.665029836799512,0.3147798164183788,TRUE,13.923110667256875,TRUE,destination,Destination City,Bryan
4811428,48,TX,Johnson,"Burleson city, Texas",50981,94162,282900,34.9,0.04245076586433261,-97.3348580816831,32.516126073843694,0.4696843025460159,FALSE,37.35247612059501,TRUE,risk,City at Risk,Burleson
4813024,48,TX,Denton,"Carrollton city, Texas",132741,99115,353600,38.4,0.04664189555053495,-96.89993631280714,32.988951119227025,0.32843779573704,FALSE,11.747441851316918,TRUE,risk,City at Risk,Carrollton
4813552,48,TX,Williamson,"Cedar Park city, Texas",77474,123972,474800,37.5,0.01700889801505818,-97.81939306197954,30.510819212332525,0.3714627082734607,TRUE,52.769481599667785,TRUE,destination,Destination City,Cedar Park
4815976,48,TX,Brazos,"College Station city, Texas",122280,51776,326500,22.9,0.11933767001774098,-96.29593939858424,30.58515471748467,0.3147798164183788,TRUE,33.26614029693701,TRUE,destination,Destination City,College Station
4816432,48,TX,Montgomery,"Conroe city, Texas",96976,75245,283100,32.8,0.06785350207613317,-95.48236312685643,30.325982933297404,0.35860912330805145,TRUE,72.55619383524379,TRUE,destination,Destination City,Conroe
4817000,48,TX,Nueces,"Corpus Christi city, Texas",317383,66325,197100,36.3,0.12552136967425045,-97.37657725208638,27.72543360250868,0.6076761331742881,FALSE,4.222661460184946,TRUE,risk,City at Risk,Corpus Christi
4819000,48,TX,Dallas,"Dallas city, Texas",1299553,67760,295300,33.4,0.096819768645139,-96.76666127224512,32.793538680231876,0.24524419848175483,TRUE,10.643628397204983,TRUE,destination,Destination City,Dallas
4819972,48,TX,Denton,"Denton city, Texas",146987,73719,325700,31,0.06642570558937465,-97.1420991565009,33.217033854486075,0.32843779573704,FALSE,29.855539615943144,TRUE,risk,City at Risk,Denton
4820092,48,TX,Dallas,"DeSoto city, Texas",55896,83256,282600,41.9,0.047500113527996005,-96.86333531709835,32.59917333974278,0.24524419848175483,TRUE,16.80527534208877,TRUE,destination,Destination City,DeSoto
4822660,48,TX,Hidalgo,"Edinburg city, Texas",102561,57789,174800,29.9,0.09155798147322014,-98.15966285928748,26.319634452513984,0.5054280592149747,FALSE,33.33449315211541,TRUE,risk,City at Risk,Edinburg
4824000,48,TX,El Paso,"El Paso city, Texas",678147,58734,171700,34.1,0.07766100289464775,-106.42986396820106,31.847515414532605,0.46387927847983107,FALSE,7.02133570699567,TRUE,risk,City at Risk,El Paso
4824768,48,TX,Tarrant,"Euless city, Texas",60373,80987,294500,34.1,0.06133416410296351,-97.0799866726844,32.8507825409259,0.312448117865698,FALSE,18.74732772263762,TRUE,risk,City at Risk,Euless
4826232,48,TX,Denton,"Flower Mound town, Texas",77886,157737,514100,43,0.02275360792162646,-97.11465771144765,33.03435560100352,0.32843779573704,FALSE,21.27379861190615,TRUE,risk,City at Risk,Flower Mound
4827000,48,TX,Tarrant,"Fort Worth city, Texas",941311,76602,277300,33.4,0.08487551645679833,-97.34825441868786,32.78184148061121,0.312448117865698,FALSE,30.127777591503055,TRUE,risk,City at Risk,Fort Worth
4827684,48,TX,Collin,"Frisco city, Texas",210238,146158,595400,38.1,0.04764292233920835,-96.82162721664024,33.15589924867061,0.314633719301214,TRUE,80.31447442420435,TRUE,destination,Destination City,Frisco
4828068,48,TX,Galveston,"Galveston city, Texas",53348,57216,294300,40,0.29790097648979125,-94.89091098926359,29.248781300089682,0.51326047835497135,FALSE,10.262743159081689,TRUE,risk,City at Risk,Galveston
4829000,48,TX,Dallas,"Garland city, Texas",245298,74717,248900,34.7,0.04876756833109683,-96.6306363042487,32.91009034911017,0.24524419848175483,TRUE,9.283649595096932,TRUE,destination,Destination City,Garland
4829336,48,TX,Williamson,"Georgetown city, Texas",78803,91857,398600,44.3,0.05045779397835883,-97.69668040623998,30.665482555003923,0.3714627082734607,TRUE,69.20782422398254,TRUE,destination,Destination City,Georgetown
4830464,48,TX,Dallas,"Grand Prairie city, Texas",198564,78889,272200,33.5,0.049199653443549644,-97.0207898986571,32.68708412946097,0.24524419848175483,TRUE,15.294498102403608,TRUE,destination,Destination City,Grand Prairie
4830644,48,TX,Tarrant,"Grapevine city, Texas",50875,111438,470400,40,0.051993296877756216,-97.0742565963374,32.93438519418695,0.312448117865698,FALSE,10.838636518897601,TRUE,risk,City at Risk,Grapevine
4832372,48,TX,Cameron,"Harlingen city, Texas",71669,55891,125700,33.2,0.12544511140502596,-97.69766253137138,26.191633710200037,0.6493531986085378,FALSE,17.27625136480339,TRUE,risk,City at Risk,Harlingen
4835000,48,TX,Harris,"Houston city, Texas",2300419,62894,253400,34.3,0.10416845858517934,-95.38861416923363,29.7859738163369,0.5312746253704472,FALSE,10.304972704159272,TRUE,risk,City at Risk,Houston
4837000,48,TX,Dallas,"Irving city, Texas",255036,79641,287300,32.8,0.06968572331017056,-96.97016633897893,32.85826442038116,0.24524419848175483,TRUE,18.96708512490367,TRUE,destination,Destination City,Irving
4839148,48,TX,Bell,"Killeen city, Texas",156144,58339,196000,30,0.09094500752176754,-97.73014032353173,31.075632130403346,0.35961702664435996,TRUE,25.038851037491824,TRUE,destination,Destination City,Killeen
4839952,48,TX,Hays,"Kyle city, Texas",52439,89645,302200,33.5,0.03448634590377113,-97.88379206706303,29.99348284261509,0.4982952267776772,FALSE,94.77769696355452,TRUE,risk,City at Risk,Kyle
4841464,48,TX,Webb,"Laredo city, Texas",255949,63264,182400,29.7,0.0746390001213445,-99.48747460878012,27.562480019995707,0.373246074037295,FALSE,11.17694304564059,TRUE,risk,City at Risk,Laredo
4841980,48,TX,Galveston,"League City city, Texas",114885,119870,334000,37.7,0.03281391147244806,-95.10861373430411,29.487454854588396,0.51326047835497135,FALSE,36.66857559282674,TRUE,risk,City at Risk,League City
4842016,48,TX,Williamson,"Leander city, Texas",67880,140180,470700,35.9,0.024053986917280782,-97.86181991059995,30.573403927152995,0.3714627082734607,TRUE,163.53838192745962,TRUE,destination,Destination City,Leander
4842508,48,TX,Denton,"Lewisville city, Texas",128313,85002,350200,34.8,0.05220283883649285,-96.97534420908626,33.045337766161,0.32843779573704,FALSE,34.497299520134305,TRUE,risk,City at Risk,Lewisville
4843012,48,TX,Denton,"Little Elm city, Texas",51426,116036,390300,36,0.04112424423988235,-96.93016875491631,33.18640690242615,0.32843779573704,FALSE,103.43662719866124,TRUE,risk,City at Risk,Little Elm
4843888,48,TX,Gregg,"Longview city, Texas",82765,62488,182700,35.3,0.11128513725166927,-94.76210936257185,32.51924164913021,0.3258055907389094,TRUE,3.5372658743695746,TRUE,destination,Destination City,Longview
4845000,48,TX,Lubbock,"Lubbock city, Texas",261078,60487,197900,30.4,0.08924229707630675,-101.88931679060694,33.5618173565165,0.5300226928209626,FALSE,14.146319431526871,TRUE,risk,City at Risk,Lubbock
4845384,48,TX,Hidalgo,"McAllen city, Texas",143789,60165,173800,34,0.11371440113108464,-98.24668175337325,26.22516301413679,0.5054280592149747,FALSE,11.621054088588858,TRUE,risk,City at Risk,McAllen
4845744,48,TX,Collin,"McKinney city, Texas",202314,120273,439500,36.7,0.04902197861249933,-96.66695819356022,33.20153706078036,0.314633719301214,TRUE,56.611092132736786,TRUE,destination,Destination City,McKinney
4846452,48,TX,Tarrant,"Mansfield city, Texas",75398,116590,380000,36.4,0.0455000384941104,-97.1213194764333,32.56893400723523,0.312448117865698,FALSE,37.6583518968163,TRUE,risk,City at Risk,Mansfield
4847892,48,TX,Dallas,"Mesquite city, Texas",148848,71843,226500,33.4,0.06681737325822709,-96.58446381188077,32.75931462722297,0.24524419848175483,TRUE,7.931175839715386,TRUE,destination,Destination City,Mesquite
4848072,48,TX,Midland,"Midland city, Texas",133998,91169,298600,31.6,0.05939800046335074,-102.11498810921684,32.02422277738944,0.614346369979804,FALSE,18.514061797285216,TRUE,risk,City at Risk,Midland
4848768,48,TX,Hidalgo,"Mission city, Texas",86234,60813,160800,34.8,0.13631620941508624,-98.32555831062909,26.203885421642383,0.5054280592149747,FALSE,14.250371409521215,TRUE,risk,City at Risk,Mission
4848804,48,TX,Fort Bend,"Missouri City city, Texas",75234,96746,281600,40.6,0.04178312907618433,-95.5364022178482,29.562978979461082,0.3872882481170111,TRUE,12.69802586081363,TRUE,destination,Destination City,Missouri City
4850820,48,TX,Comal,"New Braunfels city, Texas",98700,88257,315100,36.4,0.0796623140574927,-98.11467239148895,29.699268914593514,0.5197803573117628,FALSE,75.46723047223561,TRUE,risk,City at Risk,New Braunfels
4852356,48,TX,Tarrant,"North Richland Hills city, Texas",70338,93434,324800,39.5,0.044065188501084145,-97.2180396930741,32.86041959676192,0.312448117865698,FALSE,11.013582638215258,TRUE,risk,City at Risk,North Richland Hills
4853388,48,TX,Ector,"Odessa city, Texas",114080,73030,208000,31,0.07877708154154892,-102.34546081587949,31.88110285072973,0.593581956718175,FALSE,12.694282716805459,TRUE,risk,City at Risk,Odessa
4856000,48,TX,Harris,"Pasadena city, Texas",149345,64270,193600,32.8,0.08499338429873567,-95.14960970692353,29.657387085370754,0.5312746253704472,FALSE,0.7918185111684515,TRUE,risk,City at Risk,Pasadena
4856348,48,TX,Brazoria,"Pearland city, Texas",125983,112470,330900,36.5,0.05593753389003362,-95.32176586651272,29.55812757772634,0.6594363735356831,FALSE,38.479503976508724,TRUE,risk,City at Risk,Pearland
4857176,48,TX,Travis,"Pflugerville city, Texas",65162,112656,354900,37.2,0.038052848951441516,-97.60147160648705,30.451198920134246,0.3922138279505628,FALSE,42.029957851923506,TRUE,risk,City at Risk,Pflugerville
4857200,48,TX,Hidalgo,"Pharr city, Texas",79809,49884,111500,29.5,0.12383574041253441,-98.19039040071394,26.168176499263385,0.5054280592149747,FALSE,20.32886295133136,TRUE,risk,City at Risk,Pharr
4858016,48,TX,Collin,"Plano city, Texas",287339,108649,440600,39.3,0.05082445894881484,-96.7486672525977,33.05024089098792,0.314633719301214,TRUE,10.29586389644156,TRUE,destination,Destination City,Plano
4858820,48,TX,Jefferson,"Port Arthur city, Texas",55779,45752,96900,34.4,0.16996498406578275,-93.92150304261169,29.859500942429655,0.5402958382972798,FALSE,0.25713491802875144,TRUE,risk,City at Risk,Port Arthur
4861796,48,TX,Dallas,"Richardson city, Texas",118269,96257,405600,34,0.049825412423944636,-96.70927177372387,32.97166919666326,0.24524419848175483,TRUE,20.513354277429265,TRUE,destination,Destination City,Richardson
4863500,48,TX,Williamson,"Round Rock city, Texas",124288,97187,383700,36.2,0.04821606659475302,-97.66388381236966,30.527073811815637,0.3714627082734607,TRUE,26.869219171452286,TRUE,destination,Destination City,Round Rock
4863572,48,TX,Dallas,"Rowlett city, Texas",64139,113600,342400,37.9,0.03704855404024699,-96.54889563842086,32.915489306189045,0.24524419848175483,TRUE,16.482105060256174,TRUE,destination,Destination City,Rowlett
4864472,48,TX,Tom Green,"San Angelo city, Texas",99507,64146,179300,35.2,0.11495772272489004,-100.45036054970868,31.442400149586547,0.47758052350636737,FALSE,8.616092787241755,TRUE,risk,City at Risk,San Angelo
4865000,48,TX,Bexar,"San Antonio city, Texas",1458954,62917,219700,34.6,0.09172547673873076,-98.52427406906048,29.46264759533157,0.4278216497472981,FALSE,11.638679265384846,TRUE,risk,City at Risk,San Antonio
